Date,Open,High,Low,Close,Adj Close,Volume
9/1/1936,15.95,16.290001,15,16.01,16.01,0
10/1/1936,16.040001,17.23,16.040001,17.23,17.23,0
11/1/1936,17.17,17.690001,16.889999,17.280001,17.280001,0
12/1/1936,17.139999,17.32,16.65,17.18,17.18,0
1/1/1937,16.93,17.959999,16.93,17.77,17.77,0
2/1/1937,17.879999,18.370001,17.860001,18.059999,18.059999,0
3/1/1937,18.09,18.67,17.219999,17.92,17.92,0
4/1/1937,17.709999,17.709999,15.99,16.43,16.43,0
5/1/1937,16.469999,16.73,15.62,16.26,16.26,0
6/1/1937,15.96,16.280001,15.12,15.4,15.4,0
7/1/1937,15.47,17.059999,15.47,16.77,16.77,0
8/1/1937,17.07,17.27,15.88,16.040001,16.040001,0
9/1/1937,15.61,15.61,13.2,13.76,13.76,0
10/1/1937,13.72,13.72,10.76,12.35,12.35,0
11/1/1937,12.08,12.08,10.17,11.11,11.11,0
12/1/1937,10.97,11.42,10.31,10.55,10.55,0
1/1/1938,10.52,11.95,10.52,10.69,10.69,0
2/1/1938,10.89,11.68,10.34,11.34,11.34,0
3/1/1938,11.46,11.46,8.5,8.5,8.5,0
4/1/1938,8.91,10.45,8.91,9.78,9.78,0
5/1/1938,9.59,10.63,9.27,9.27,9.27,0
6/1/1938,9.57,11.72,9.42,11.56,11.56,0
7/1/1938,11.91,12.8,11.73,12.33,12.33,0
8/1/1938,12.25,12.73,11.85,12.06,12.06,0
9/1/1938,11.92,12.41,10.99,12.24,12.24,0
10/1/1938,12.52,13.91,12.48,13.17,13.17,0
11/1/1938,13.1,13.79,12.37,12.73,12.73,0
12/1/1938,12.61,13.14,12.32,13.14,13.14,0
1/1/1939,13.08,13.23,11.53,12.3,12.3,0
2/1/1939,12.12,12.7,12.12,12.7,12.7,0
3/1/1939,12.7,13.1,10.98,10.98,10.98,0
4/1/1939,11.26,11.26,10.42,10.93,10.93,0
5/1/1939,10.86,11.65,10.86,11.6,11.6,0
6/1/1939,11.42,11.8,10.79,10.86,10.86,0
7/1/1939,11,12.18,11,12.04,12.04,0
8/1/1939,12.04,12.16,10.86,11.18,11.18,0
9/1/1939,11.3,13.17,11.3,12.79,12.79,0
10/1/1939,12.88,13.21,12.73,12.83,12.83,0
11/1/1939,12.82,12.95,12.2,12.2,12.2,0
12/1/1939,12.29,12.46,12.19,12.46,12.46,0
1/1/1940,12.63,12.77,12.05,12.05,12.05,0
2/1/1940,12.05,12.37,12.04,12.13,12.13,0
3/1/1940,12.06,12.27,12,12.18,12.18,0
4/1/1940,12.21,12.59,12.04,12.19,12.19,0
5/1/1940,12.03,12.12,9.14,9.27,9.27,0
6/1/1940,9.11,10.1,8.99,9.98,9.98,0
7/1/1940,9.87,10.33,9.85,10.29,10.29,0
8/1/1940,10.26,10.5,9.84,10.5,10.5,0
9/1/1940,10.56,10.93,10.3,10.66,10.66,0
10/1/1940,10.81,11.08,10.47,11.08,11.08,0
11/1/1940,11.08,11.39,10.56,10.57,10.57,0
12/1/1940,10.62,10.69,10.38,10.58,10.58,0
1/1/1941,10.48,10.86,10.04,10.07,10.07,0
2/1/1941,9.96,10.19,9.53,9.92,9.92,0
3/1/1941,9.77,10.1,9.76,9.96,9.96,0
4/1/1941,9.97,10.16,9.31,9.31,9.31,0
5/1/1941,9.3,9.56,9.3,9.38,9.38,0
6/1/1941,9.36,9.95,9.36,9.85,9.85,0
7/1/1941,9.82,10.47,9.82,10.39,10.39,0
8/1/1941,10.34,10.36,10.03,10.28,10.28,0
9/1/1941,10.34,10.47,10.09,10.2,10.2,0
10/1/1941,10.17,10.17,9.5,9.5,9.5,0
11/1/1941,9.59,9.66,9.12,9.12,9.12,0
12/1/1941,9.07,9.38,8.37,8.69,8.69,0
1/1/1942,8.89,9.09,8.81,8.85,8.85,0
2/1/1942,8.84,8.97,8.46,8.59,8.59,0
3/1/1942,8.47,8.6,7.98,8.01,8.01,0
4/1/1942,8.05,8.2,7.47,7.66,7.66,0
5/1/1942,7.71,8.18,7.71,8.15,8.15,0
6/1/1942,8.19,8.53,8.18,8.3,8.3,0
7/1/1942,8.23,8.83,8.23,8.56,8.56,0
8/1/1942,8.57,8.73,8.46,8.62,8.62,0
9/1/1942,8.62,8.9,8.54,8.85,8.85,0
10/1/1942,8.92,9.48,8.92,9.36,9.36,0
11/1/1942,9.48,9.69,9.29,9.29,9.29,0
12/1/1942,9.28,9.77,9.28,9.77,9.77,0
1/1/1943,9.92,10.44,9.89,10.44,10.44,0
2/1/1943,10.52,10.97,10.43,10.97,10.97,0
3/1/1943,10.92,11.59,10.84,11.58,11.58,0
4/1/1943,11.59,11.76,11.14,11.59,11.59,0
5/1/1943,11.82,12.05,11.7,12.05,12.05,0
6/1/1943,12.18,12.35,11.88,12.35,12.35,0
7/1/1943,12.36,12.64,11.85,11.85,11.85,0
8/1/1943,11.47,11.92,11.47,11.8,11.8,0
9/1/1943,11.84,12.24,11.78,12.08,12.08,0
10/1/1943,12.09,12.09,11.67,11.91,11.91,0
11/1/1943,11.92,11.92,10.99,11.02,11.02,0
12/1/1943,11.13,11.69,11.13,11.67,11.67,0
1/1/1944,11.66,11.94,11.66,11.85,11.85,0
2/1/1944,11.83,11.89,11.56,11.82,11.82,0
3/1/1944,11.87,12.31,11.87,12.02,12.02,0
4/1/1944,11.96,12.06,11.67,11.87,11.87,0
5/1/1944,11.96,12.35,11.95,12.35,12.35,0
6/1/1944,12.31,13.02,12.23,12.98,12.98,0
7/1/1944,13.11,13.27,12.7,12.71,12.71,0
8/1/1944,12.78,13.04,12.61,12.82,12.82,0
9/1/1944,12.86,12.86,12.35,12.74,12.74,0
10/1/1944,12.8,13.07,12.73,12.78,12.78,0
11/1/1944,12.83,12.98,12.67,12.83,12.83,0
12/1/1944,12.8,13.28,12.8,13.28,13.28,0
1/1/1945,13.33,13.69,13.21,13.47,13.47,0
2/1/1945,13.5,14.3,13.5,14.3,14.3,0
3/1/1945,14.32,14.38,13.39,13.61,13.61,0
4/1/1945,13.77,14.84,13.67,14.84,14.84,0
5/1/1945,14.79,15.11,14.62,15.01,15.01,0
6/1/1945,15.03,15.37,14.87,14.87,14.87,0
7/1/1945,15.03,15.1,14.38,14.66,14.66,0
8/1/1945,14.68,15.51,14.4,15.51,15.51,0
9/1/1945,15.51,16.049999,15.51,16.049999,16.049999,0
10/1/1945,16.33,16.719999,16.299999,16.65,16.65,0
11/1/1945,16.870001,17.27,16.85,17.190001,17.190001,0
12/1/1945,17.440001,17.68,16.940001,17.360001,17.360001,0
1/1/1946,17.25,18.67,17.23,18.57,18.57,0
2/1/1946,18.639999,18.700001,16.809999,17.280001,17.280001,0
3/1/1946,17.209999,18.07,17.09,18.040001,18.040001,0
4/1/1946,18.059999,18.9,18.059999,18.76,18.76,0
5/1/1946,18.709999,19.25,18.26,19.18,19.18,0
6/1/1946,19.049999,19.049999,18.030001,18.43,18.43,0
7/1/1946,18.540001,18.540001,17.389999,17.959999,17.959999,0
8/1/1946,18.01,18.23,16.65,16.65,16.65,0
9/1/1946,15,15.99,14.33,14.96,14.96,0
10/1/1946,14.92,15.3,14.12,14.84,14.84,0
11/1/1946,15.07,15.33,14.13,14.68,14.68,0
12/1/1946,14.44,15.5,14.44,15.3,15.3,0
1/1/1947,15.2,15.66,14.77,15.66,15.66,0
2/1/1947,15.8,16.139999,15.3,15.43,15.43,0
3/1/1947,15.41,15.65,14.78,15.17,15.17,0
4/1/1947,15.23,15.23,14.09,14.58,14.58,0
5/1/1947,14.69,14.85,13.77,14.45,14.45,0
6/1/1947,14.3,15.24,14.3,15.21,15.21,0
7/1/1947,15.46,16.120001,15.44,15.76,15.76,0
8/1/1947,15.8,15.8,15.22,15.32,15.32,0
9/1/1947,15.37,15.37,14.85,15.11,15.11,0
10/1/1947,15.16,15.79,15.16,15.43,15.43,0
11/1/1947,15.46,15.46,14.98,14.98,14.98,0
12/1/1947,15.07,15.3,14.63,15.3,15.3,0
1/1/1948,15.34,15.34,14.32,14.68,14.68,0
2/1/1948,14.71,14.71,13.85,13.93,13.93,0
3/1/1948,14.07,15.08,13.84,15.08,15.08,0
4/1/1948,15.12,15.78,15.12,15.48,15.48,0
5/1/1948,15.6,16.690001,15.5,16.690001,16.690001,0
6/1/1948,16.74,17.059999,16.540001,16.74,16.74,0
7/1/1948,16.700001,16.92,15.72,15.85,15.85,0
8/1/1948,15.85,16.15,15.67,15.97,15.97,0
9/1/1948,16.16,16.35,15.19,15.49,15.49,0
10/1/1948,15.67,16.610001,15.67,16.5,16.5,0
11/1/1948,16.700001,16.700001,14.75,14.75,14.75,0
12/1/1948,15.01,15.33,15,15.2,15.2,0
1/1/1949,14.95,15.61,14.95,15.22,15.22,0
2/1/1949,15.34,15.35,14.38,14.62,14.62,0
3/1/1949,14.71,15.22,14.65,15.06,15.06,0
4/1/1949,14.94,15.07,14.68,14.71,14.71,0
5/1/1949,14.78,15.02,14.19,14.19,14.19,0
6/1/1949,14.14,14.16,13.55,14.16,14.16,0
7/1/1949,14.26,15.06,14.26,15.04,15.04,0
8/1/1949,15.12,15.51,15.12,15.22,15.22,0
9/1/1949,15.31,15.74,15.19,15.58,15.58,0
10/1/1949,15.6,16.15,15.6,16.040001,16.040001,0
11/1/1949,16.200001,16.33,15.75,16.059999,16.059999,0
12/1/1949,16.15,16.790001,16.15,16.790001,16.790001,0
1/1/1950,16.66,17.09,16.65,17.049999,17.049999,42570000
2/1/1950,17.049999,17.35,16.99,17.219999,17.219999,33430000
3/1/1950,17.24,17.610001,17.07,17.290001,17.290001,40410000
4/1/1950,17.34,18.07,17.34,18.07,18.07,48250000
5/1/1950,18.219999,18.780001,18.110001,18.780001,18.780001,45080000
6/1/1950,18.77,19.4,17.440001,17.690001,17.690001,45660000
7/1/1950,17.639999,17.91,16.68,17.84,17.84,44570000
8/1/1950,18.02,18.82,17.950001,18.42,18.42,38900000
9/1/1950,18.549999,19.450001,18.540001,19.450001,19.450001,38590000
10/1/1950,19.690001,20.16,19.530001,19.530001,19.530001,48360000
11/1/1950,19.559999,20.32,19.360001,19.51,19.51,43180000
12/1/1950,19.66,20.43,19,20.41,20.41,60830000
1/1/1951,20.77,21.74,20.690001,21.66,21.66,70180000
2/1/1951,21.77,22.209999,21.76,21.799999,21.799999,41210000
3/1/1951,21.85,21.950001,21.25,21.4,21.4,35530000
4/1/1951,21.32,22.43,21.26,22.43,22.43,37790000
5/1/1951,22.530001,22.809999,21.030001,21.52,21.52,38440000
6/1/1951,21.48,22.049999,20.959999,20.959999,20.959999,36220000
7/1/1951,21.1,22.629999,21.1,22.4,22.4,27990000
8/1/1951,22.51,23.280001,22.51,23.280001,23.280001,33630000
9/1/1951,23.280001,23.709999,23.26,23.26,23.26,36420000
10/1/1951,23.469999,23.85,22.450001,22.940001,22.940001,42930000
11/1/1951,23.1,23.1,22.299999,22.879999,22.879999,29280000
12/1/1951,22.940001,23.77,22.940001,23.77,23.77,34610000
1/1/1952,23.799999,24.66,23.74,24.139999,24.139999,41560000
2/1/1952,24.299999,24.41,23.09,23.26,23.26,27190000
3/1/1952,23.280001,24.370001,23.280001,24.370001,24.370001,29500000
4/1/1952,24.18,24.18,23.32,23.32,23.32,28880000
5/1/1952,23.17,23.940001,23.17,23.860001,23.860001,24010000
6/1/1952,23.799999,24.959999,23.780001,24.959999,24.959999,25530000
7/1/1952,25.120001,25.4,24.809999,25.4,25.4,24100000
8/1/1952,25.450001,25.549999,24.83,25.030001,25.030001,20890000
9/1/1952,25.15,25.25,24.450001,24.540001,24.540001,24100000
10/1/1952,24.48,24.58,23.799999,24.52,24.52,25940000
11/1/1952,24.6,25.66,24.6,25.66,25.66,30210000
12/1/1952,25.68,26.59,25.610001,26.57,26.57,40480000
1/1/1953,26.540001,26.66,25.860001,26.379999,26.379999,34060000
2/1/1953,26.51,26.540001,25.48,25.9,25.9,30170000
3/1/1953,25.93,26.33,25.290001,25.290001,25.290001,42510000
4/1/1953,25.25,25.25,24.190001,24.620001,24.620001,34370000
5/1/1953,24.73,25.059999,24.459999,24.540001,24.540001,25730000
6/1/1953,24.15,24.219999,23.540001,24.139999,24.139999,26080000
7/1/1953,24.24,24.75,24.07,24.75,24.75,22240000
8/1/1953,24.84,24.84,23.32,23.32,23.32,23890000
9/1/1953,23.42,23.65,22.709999,23.35,23.35,27150000
10/1/1953,23.49,24.58,23.389999,24.540001,24.540001,25710000
11/1/1953,24.66,24.76,24.25,24.76,24.76,26640000
12/1/1953,24.780001,24.99,24.549999,24.809999,24.809999,36150000
1/1/1954,24.950001,26.09,24.799999,26.08,26.08,33420000
2/1/1954,25.99,26.299999,25.809999,26.15,26.15,33260000
3/1/1954,26.25,26.940001,26.25,26.940001,26.940001,44050000
4/1/1954,27.17,28.26,27.01,28.26,28.26,43500000
5/1/1954,28.209999,29.190001,28.209999,29.190001,29.190001,41900000
6/1/1954,29.190001,29.43,28.15,29.209999,29.209999,42230000
7/1/1954,29.209999,30.879999,29.209999,30.879999,30.879999,51840000
8/1/1954,30.99,31.209999,29.83,29.83,29.83,56900000
9/1/1954,30.040001,32.689999,30.040001,32.310001,32.310001,41220000
10/1/1954,32.290001,32.759998,31.68,31.68,31.68,44170000
11/1/1954,31.790001,34.549999,31.790001,34.240002,34.240002,63010000
12/1/1954,33.990002,35.98,33.990002,35.98,35.98,76480000
1/1/1955,36.75,36.75,34.580002,36.630001,36.630001,74650000
2/1/1955,36.720001,37.150002,36.439999,36.759998,36.759998,60810000
3/1/1955,36.830002,37.52,34.959999,36.580002,36.580002,65780000
4/1/1955,36.950001,38.32,36.830002,37.959999,37.959999,53790000
5/1/1955,38.040001,38.040001,36.970001,37.91,37.91,45450000
6/1/1955,37.959999,41.029999,37.959999,41.029999,41.029999,58120000
7/1/1955,41.189999,43.759998,41.189999,43.52,43.52,48470000
8/1/1955,42.93,43.18,41.740002,43.18,43.18,41800000
9/1/1955,43.369999,45.630001,42.610001,43.669998,43.669998,60080000
10/1/1955,42.490002,42.990002,40.799999,42.34,42.34,42150000
11/1/1955,42.279999,46.41,42.279999,45.509998,45.509998,46360000
12/1/1955,45.349998,45.889999,44.950001,45.48,45.48,50990000
1/1/1956,45.16,45.16,43.110001,43.82,43.82,47160000
2/1/1956,44.029999,45.43,43.419998,45.34,45.34,46370000
3/1/1956,45.540001,48.869999,45.540001,48.48,48.48,60310000
4/1/1956,48.700001,48.849998,47.09,48.380001,48.380001,54100000
5/1/1956,48.16,48.509998,44.099998,45.200001,45.200001,53210000
6/1/1956,45.580002,47.130001,45.139999,46.970001,46.970001,37180000
7/1/1956,46.93,49.48,46.93,49.389999,49.389999,45650000
8/1/1956,49.619999,49.639999,46.939999,47.509998,47.509998,44450000
9/1/1956,47.889999,48.099998,45.349998,45.349998,45.349998,37220000
10/1/1956,44.700001,47,44.700001,45.580002,45.580002,40300000
11/1/1956,46.52,47.599998,44.380001,45.080002,45.080002,43550000
12/1/1956,45.98,47.040001,45.84,46.669998,46.669998,46330000
1/1/1957,46.200001,46.66,44.400002,44.720001,44.720001,48140000
2/1/1957,44.619999,44.619999,42.389999,43.259998,43.259998,37530000
3/1/1957,43.740002,44.23,43.740002,44.110001,44.110001,35620000
4/1/1957,44.139999,45.740002,44.139999,45.740002,45.740002,48290000
5/1/1957,46.02,47.43,46.02,47.43,47.43,52560000
6/1/1957,47.369999,48.240002,46.779999,47.369999,47.369999,43470000
7/1/1957,47.43,49.130001,47.43,47.91,47.91,48230000
8/1/1957,47.790001,47.790001,43.889999,45.220001,45.220001,41390000
9/1/1957,45.439999,45.439999,42.419998,42.419998,42.419998,36890000
10/1/1957,42.759998,43.139999,38.98,41.060001,41.060001,63960000
11/1/1957,40.439999,41.720001,39.439999,41.720001,41.720001,48200000
12/1/1957,41.360001,41.540001,39.380001,39.990002,39.990002,54440000
1/1/1958,40.330002,41.880001,40.330002,41.700001,41.700001,49830000
2/1/1958,42.040001,42.459999,40.610001,40.84,40.84,40190000
3/1/1958,41.130001,42.580002,41.130001,42.099998,42.099998,46680000
4/1/1958,41.93,43.439999,41.330002,43.439999,43.439999,50270000
5/1/1958,43.540001,44.09,43.119999,44.09,44.09,54100000
6/1/1958,44.310001,45.34,44.310001,45.240002,45.240002,56610000
7/1/1958,45.279999,47.189999,45.110001,47.189999,47.189999,69430000
8/1/1958,47.490002,48.16,47.220001,47.75,47.75,62300000
9/1/1958,48,50.060001,47.970001,50.060001,50.060001,71940000
10/1/1958,49.98,51.619999,49.98,51.330002,51.330002,95020000
11/1/1958,51.560001,53.240002,51.02,52.48,52.48,74350000
12/1/1958,52.689999,55.209999,52.459999,55.209999,55.209999,75940000
1/1/1959,55.439999,56.040001,54.889999,55.450001,55.450001,83240000
2/1/1959,55.209999,55.52,53.580002,55.41,55.41,65790000
3/1/1959,55.73,56.669998,55.439999,55.439999,55.439999,82430000
4/1/1959,55.689999,58.169998,55.689999,57.59,57.59,75840000
5/1/1959,57.650002,58.68,56.880001,58.68,58.68,70950000
6/1/1959,58.630001,58.630001,56.360001,58.470001,58.470001,64310000
7/1/1959,58.970001,60.619999,58.91,60.509998,60.509998,70900000
8/1/1959,60.709999,60.709999,58.27,59.599998,59.599998,51050000
9/1/1959,58.869999,58.919998,55.139999,56.880001,56.880001,57500000
10/1/1959,56.939999,57.52,56,57.52,57.52,61330000
11/1/1959,57.41,58.279999,56.220001,58.279999,58.279999,64500000
12/1/1959,58.700001,59.889999,58.599998,59.889999,59.889999,72210000
1/1/1960,59.91,60.389999,55.610001,55.610001,55.610001,63920000
2/1/1960,55.959999,56.82,54.73,56.119999,56.119999,60500000
3/1/1960,56.009998,56.009998,53.470001,55.34,55.34,65710000
4/1/1960,55.43,56.59,54.369999,54.369999,54.369999,57300000
5/1/1960,54.130001,55.830002,54.130001,55.830002,55.830002,68790000
6/1/1960,55.889999,58,55.889999,56.919998,56.919998,76480000
7/1/1960,57.060001,57.380001,54.169998,55.509998,55.509998,53860000
8/1/1960,55.529999,58.07,54.720001,56.959999,56.959999,65330000
9/1/1960,57.09,57.09,52.48,53.52,53.52,60840000
10/1/1960,53.360001,54.860001,52.200001,53.389999,53.389999,54370000
11/1/1960,53.939999,56.43,53.939999,55.540001,55.540001,62010000
12/1/1960,55.299999,58.110001,55.299999,58.110001,58.110001,77330000
1/1/1961,57.57,61.970001,57.57,61.779999,61.779999,89010000
2/1/1961,61.900002,63.439999,61.139999,63.439999,63.439999,92730000
3/1/1961,63.43,65.059998,63.380001,65.059998,65.059998,115050000
4/1/1961,65.599998,68.68,64.400002,65.309998,65.309998,101760000
5/1/1961,65.169998,67.389999,65.169998,66.559998,66.559998,96940000
6/1/1961,66.559998,67.080002,64.470001,64.639999,64.639999,73090000
7/1/1961,65.209999,66.760002,64.410004,66.760002,66.760002,60840000
8/1/1961,67.370003,68.440002,66.940002,68.07,68.07,81490000
9/1/1961,68.190002,68.459999,65.769997,66.730003,66.730003,63820000
10/1/1961,66.769997,68.620003,66.730003,68.620003,68.620003,72980000
11/1/1961,68.730003,71.849998,68.730003,71.32,71.32,87770000
12/1/1961,71.779999,72.639999,70.860001,71.550003,71.550003,82380000
1/1/1962,71.550003,71.959999,67.550003,68.839996,68.839996,80790000
2/1/1962,68.839996,71.129997,68.559998,69.959999,69.959999,66130000
3/1/1962,69.959999,71.440002,69.160004,69.550003,69.550003,68440000
4/1/1962,69.550003,69.82,64.949997,65.239998,65.239998,65240000
5/1/1962,65.239998,66.93,53.130001,59.630001,59.630001,111030000
6/1/1962,59.630001,59.959999,51.349998,54.75,54.75,100160000
7/1/1962,54.75,58.669998,54.470001,58.23,58.23,74160000
8/1/1962,58.23,60.330002,56.759998,59.119999,59.119999,80400000
9/1/1962,59.119999,59.540001,55.529999,56.27,56.27,62890000
10/1/1962,56.27,57.830002,52.549999,56.52,56.52,78690000
11/1/1962,56.52,62.779999,55.900002,62.259998,62.259998,96020000
12/1/1962,62.259998,63.5,61.279999,63.099998,63.099998,80870000
1/1/1963,63.099998,66.589996,62.32,66.199997,66.199997,101970000
2/1/1963,66.309998,66.959999,64.080002,64.290001,64.290001,79120000
3/1/1963,64.290001,67.010002,63.799999,66.57,66.57,74760000
4/1/1963,66.57,70.18,66.230003,69.800003,69.800003,106290000
5/1/1963,69.800003,71.139999,69.029999,70.800003,70.800003,105070000
6/1/1963,70.800003,71.239998,68.779999,69.370003,69.370003,90580000
7/1/1963,69.370003,70.480003,67.540001,69.129997,69.129997,76310000
8/1/1963,69.129997,72.709999,68.639999,72.5,72.5,91650000
9/1/1963,72.5,73.870003,71.279999,71.699997,71.699997,106620000
10/1/1963,71.699997,75.18,71.57,74.010002,74.010002,122360000
11/1/1963,74.010002,74.440002,69.480003,73.230003,73.230003,93990000
12/1/1963,73.230003,75.360001,73.019997,75.019997,75.019997,98660000
1/1/1964,75.019997,77.779999,74.82,77.040001,77.040001,116620000
2/1/1964,77.040001,78.309998,76.360001,77.800003,77.800003,88110000
3/1/1964,77.800003,79.889999,77.5,78.980003,78.980003,113760000
4/1/1964,78.980003,81.199997,78.669998,79.459999,79.459999,123490000
5/1/1964,79.459999,81.809998,79.459999,80.370003,80.370003,99150000
6/1/1964,80.370003,82.099998,78.150002,81.690002,81.690002,96150000
7/1/1964,81.690002,84.330002,81.459999,83.18,83.18,102590000
8/1/1964,83.18,83.489998,80.800003,81.830002,81.830002,82280000
9/1/1964,81.830002,84.800003,81.57,84.18,84.18,109770000
10/1/1964,84.18,85.699997,83.650002,84.860001,84.860001,106550000
